"나이","성별","키_cm","몸무게_kg","체지방율","윗몸일으키기","등급"
3,0,167.4,57.1,19.7,33,2
1,1,153.6,54.7,39,38,2
2,1,155.9,58.2,37.2,19,2
1,0,169,73.8,17.7,63,2
2,0,185.3,93.14,19,51,2
1,0,185,88.1,18,45,2
2,0,169.9,62.7,19.9,57,2
1,1,163.3,57.2,25.2,30,2
1,0,181.9,87.3,24.8,49,2
2,1,151.7,44.1,26.6,21,2
1,0,180.1,75.4,18.5,58,2
1,1,159.6,61.9,38.3,27,2
1,1,175.1,70.8,34.2,40,2
2,1,153,51.7,27.5,24,2
1,0,179,78.6,17.5,64,2
1,0,171.1,72.7,26.3,41,2
3,1,162.6,63.2,34.4,11,2
1,0,175.2,70.8,15.5,44,2
3,1,153.3,52.3,37,10,2
2,1,170.6,62.8,32.8,21,2
3,0,176.5,70.9,19.1,28,2
2,1,153.6,49.4,31.9,33,2
2,0,169.3,71.1,20,52,2
3,0,172.9,67.5,18.7,32,2
2,1,165.2,67.5,30.4,35,2
1,1,163.1,55.2,32.3,23,2
1,1,158,52.4,30.9,34,2
1,0,181.4,86.8,19.3,46,2
1,1,170.4,66.8,24.3,48,2
2,1,159.9,56.4,25.8,23,2
3,0,177.8,78.1,15.1,47,2
2,0,178.3,80.3,21,36,2
1,0,170.3,63.1,16.9,51,2
1,0,162.9,60.3,27.4,38,2
1,0,171.9,61.4,17.6,44,2
1,0,179.1,70.5,12,47,2
2,0,180.3,89.2,16.8,61,2
1,0,179.6,67.6,17,44,2
3,0,177.5,68.4,21.3,24,2
2,0,176.1,75.5,18.4,53,2
3,1,156.8,60.6,30.2,34,2
1,0,176.3,75.02,15.5,54,2
3,0,167,62.92,19.5,36,2
1,0,174.4,72.8,17.7,42,2
3,1,159.6,63.1,32.3,18,2
3,1,153.4,53.3,25,30,2
1,0,178.8,66.4,11.2,39,2
3,0,169.9,69.5,18.3,26,2
3,0,163.4,56.64,20.4,22,2
1,0,179.7,74.1,19.1,45,2
1,0,171.2,65.5,20.4,45,2
1,0,179,86.9,20.1,56,2
1,1,163.7,53.4,27.5,37,2
1,0,174,70.5,18,42,2
2,0,174.2,83.3,13.3,58,2
1,0,182,77.2,19,56,2
2,1,159.7,58.8,32.6,20,2
1,1,168.1,55.9,26.3,35,2
3,0,178,71.9,17.6,41,2
2,0,176.9,73.2,17.9,50,2
3,0,174,73.2,22.2,46,2
1,1,162,48.3,21.3,28,2
1,0,171.8,75.1,24.9,54,2
2,0,179.5,79.5,7.9,60,2
3,0,173.5,75.2,19.9,26,2
3,0,165.7,58.1,17.9,29,2
3,0,163.1,67.7,23.6,42,2
2,0,172.2,64.1,15.7,37,2
1,1,160.6,53,23.4,25,2
2,0,179.8,81.9,23.9,49,2
1,0,177,69.48,13.9,58,2
2,0,162.1,62,21,53,2
1,0,173.6,69.12,16.1,50,2
3,0,169.6,71.8,18.5,26,2
1,0,187.7,84.6,10.2,56,2
1,1,158.5,51.9,18,61,2
1,0,180.2,68.4,13.8,62,2
2,0,173.8,70,13.7,34,2
1,1,170.2,61.3,25.4,29,2
1,0,181.8,78.9,18.3,51,2
3,0,176.1,81.1,23.8,29,2
1,1,163.7,51.2,21.6,57,2
1,0,180.4,89.1,21.1,42,2
2,1,161.4,54.3,30.8,23,2
1,0,177.6,85.8,21.4,43,2
3,1,152,49,35,10,2
2,0,170.4,64.8,16.9,45,2
2,0,179.4,78.6,22.8,51,2
3,1,163.3,65.1,31.7,10,2
1,1,163.4,54.9,26.3,25,2
1,1,162.9,61,26.4,29,2
3,0,168.3,66.58,22.3,34,2
2,1,161.2,49.2,21.2,28,2
2,0,174.9,68.8,24.9,39,2
2,1,167,55.6,25.7,24,2
2,1,157.8,59.1,36.5,31,2
2,0,174.7,76,19.7,48,2
2,0,179.7,75.7,22.8,50,2
2,0,167,69.1,19.4,36,2
1,0,174.2,68.2,19.4,48,2
1,0,182.1,100.3,24.61084,54,2
3,0,185.6,92.1,22.8,39,2
3,1,152.4,51.2,30.5,17,2
2,0,178.1,74.7,22.2,37,2
1,0,168.4,71,22.3,61,2
1,1,150.3,54.5,29.3,26,2
1,0,168.6,73.9,23.4,47,2
3,1,172,60,19.5,25,2
1,0,171.4,67,23.1,54,2
2,0,178.2,69.9,22.4,48,2
3,0,166,66.4,24.5,22,2
2,1,168.1,62.5,25.5,23,2
3,1,169,64.4,32.5,16,2
1,0,177,73.52,15.7,46,2
1,0,176.5,80.66,16.5,51,2
3,0,161.3,68.2,23.3,21,2
2,1,170.4,61.1,21.9,33,2
3,1,160.7,74.1,31.8,26,2
1,0,178.6,83.5,20.3,57,2
3,0,171.5,78.2,24,33,2
3,0,169.9,73.8,23.1,23,2
1,0,180.7,71.8,18.8,46,2
1,1,153.6,45.3,28.9,24,2
2,0,176.2,83.9,19.4,53,2
3,0,175.4,71.2,20.2,27,2
2,1,163.8,63.2,31.3,26,2
2,1,148.7,38.1,22.8,31,2
1,1,164,53,22,32,2
3,0,168.6,65.3,21.3,30,2
1,1,157.6,57.3,26.4,39,2
1,0,180,73.4,20.1,54,2
3,0,173.4,69.8,21.7,32,2
2,0,175,79.1,20.2,42,2
2,0,183.2,91.5,22.4,46,2
1,0,171.5,67.7,9.6,48,2
1,0,174.3,74.9,19.8,48,2
3,1,148.5,55,32,15,2
2,0,174,82.1,24,41,2
3,1,157,56.7,30.3,11,2
2,0,178.3,80.8,19.9,54,2
2,0,178.5,79.1,23.3,34,2
1,0,171,67.9,15.5,42,2
1,1,166.1,67.2,35.8,25,2
2,1,169.1,62.22,26.3,25,2
1,0,165.5,64.9,16.9,51,2
3,0,174,75,20.3,29,2
2,0,179.4,81.5,22.5,50,2
1,0,175.2,88.98,22.5,50,2
3,0,165.3,72.16,14.1,41,2
1,0,176.4,60.1,12.1,44,2
1,0,172.6,78.1,20.7,65,2
1,1,171.8,53.9,20.1,50,2
3,0,173.7,75.7,18.6,48,2
1,0,171.4,84.3,24.5,52,2
3,0,171.5,62.2,15.9,49,2
3,0,170.7,64.4,9.485012,38,2
2,0,182.5,66.2,11,39,2
1,0,176.9,60.7,21.9,47,2
2,1,157.5,51,28.2,21,2
1,0,166.5,66.3,22.7,42,2
1,0,184.9,72.4,18.2,43,2
1,0,174.3,66.9,15.1,51,2
1,0,175.2,72.8,21.3,55,2
1,0,175.4,72.4,24.5,47,2
2,0,176.9,69.5,20,41,2
1,1,161.7,56.7,25.8,24,2
3,0,166.9,56.3,24.6,23,2
1,0,175.3,85.2,21,60,2
3,0,171.7,71.4,25.9,24,2
2,0,168,60.7,18.2,55,2
2,1,163.8,53.1,30.5,26,2
1,0,175,73.6,15.8,39,2
2,0,173,72.6,22.8,33,2
2,0,178.1,67.3,20.9,34,2
2,0,180.8,85.9,23.4,50,2
1,0,167.6,59.6,19,38,2
3,1,152.4,50.5,31.1,10,2
2,0,174.9,76.3,23.2,31,2
1,0,172.6,66.5,11.9,48,2
2,0,166.5,61.4,19.9,51,2
1,0,176,77.6,19.5,53,2
1,0,168.8,60.7,16,47,2
2,0,174.2,77.1,18.3,33,2
1,0,173.3,61.7,16.4,53,2
3,1,148,54,33.6,16,2
2,0,169.8,78.6,17.2,54,2
3,0,172,69.2,18.9,43,2
2,1,163.7,59.6,33.3,24,2
1,0,170.3,76.92,23,55,2
2,0,175.4,76.9,22.1,52,2
1,0,168.8,74.8,24.5,50,2
1,0,175.7,69.1,8.6,44,2
3,0,171.8,65.6,19.7,32,2
2,0,170.7,71.6,24.5,45,2
2,1,156.9,53.9,24.6,37,2
1,0,172.8,65.4,15,42,2
3,1,145.5,47.4,29.4,18,2
3,1,151,51.4,32.5,14,2
3,1,163.8,64.2,31.9,23,2
1,0,175.1,69.6,24,38,2
2,1,158.3,57.6,31.2,19,2
1,0,186.1,82.7,11.2,57,2
1,0,180.9,82.3,23.2,46,2
3,0,180,73.1,25.5,27,2
2,1,159.5,48.7,19.1,41,2
1,0,176.5,78.4,22.4,42,2
1,0,167.6,61.5,20.5,57,2
1,0,161.9,57.6,21.4,38,2
1,0,185.3,72,16,52,2
1,0,174,73.96,21.8,51,2
1,0,170,75.6,20,56,2
1,1,166,52.1,30.1,37,2
1,0,178.3,86.3,12.5,51,2
3,1,161.1,62.8,37,18,2
3,1,161.5,58.1,29.5,26,2
1,0,170.8,66.5,25.8,45,2
2,1,163.2,56,20.6,33,2
3,0,169.1,57.2,10,40,2
3,0,157.3,58.3,28.3,23,2
2,0,178.9,77.3,26,43,2
2,1,162.4,53,23.1,35,2
3,1,150.7,54,33,27,2
2,0,172.2,72.7,27.1,36,2
1,0,178.4,68,11.2,48,2
3,1,158.8,61.3,32.7,13,2
2,1,169.8,58.8,26,26,2
1,0,172.7,74,26.9,45,2
1,0,175,65,18.4,45,2
2,0,179.8,80,19.1,51,2
2,0,171,71.6,24.6,46,2
1,0,174.7,72,20.1,54,2
1,0,168.7,67.5,17.6,46,2
2,1,167.2,67.7,31.4,26,2
1,1,163.4,62.9,30.3,24,2
3,1,156.7,61.1,31.1,24,2
1,0,179.1,78.6,25.1,50,2
2,0,166.3,67.4,24.1,38,2
1,0,169.1,66.1,14.4,43,2
3,1,156.8,60.7,30.1,13,2
1,0,171.6,78.88,20.1,69,2
2,1,164.7,65.3,31.4,17,2
1,1,153.6,46.14,30.5,33,2
2,0,168.2,71.9,23.3,32,2
1,0,176.3,73.7,13.7,46,2
2,0,173,72,25.9,52,2
1,1,165.4,64,36.9,30,2
1,0,169.3,71.02,23,42,2
3,0,172.7,78.3,24.5,27,2
2,0,174.1,75.9,20.7,37,2
2,0,174.2,77.6,21.1,63,2
2,0,168.2,75.4,21.2,43,2
1,0,167,74,23.8,62,2
3,0,176.9,74.68,20.2,26,2
1,0,179.3,67.5,17.5,62,2
1,0,177.2,73.4,17.9,55,2
2,0,179.7,78.5,18.6,40,2
1,0,164,63.3,20.8,43,2
2,1,155.4,54,30.7,22,2
3,1,166.9,60.9,26.1,13,2
2,1,165.9,58.8,23.9,30,2
1,1,172,54.3,20.5,37,2
1,0,184,80.4,11.9,43,2
2,0,174.8,74.4,20.5,42,2
3,1,152.7,59.8,29.5,12,2
3,0,163.7,69.4,24.5,30,2
2,0,173.9,77.5,18.2,62,2
1,0,174.9,77.3,17.4,46,2
1,0,176.8,79.6,15.1,59,2
3,1,155.4,51,26.2,29,2
1,0,168.9,64,22.1,57,2
1,0,176.6,68.7,15.5,60,2
1,0,168.6,58.9,12.6,44,2
2,0,173.7,66.6,16.5,39,2
1,0,164.9,57.4,14.2,45,2
2,0,174,74.7,23.8,49,2
1,0,168.6,74.3,18.3,57,2
1,0,175.8,75.2,17.7,44,2
3,0,177.6,69.3,28.3,29,2
1,0,172.9,73.6,21,52,2
2,1,164.1,64.7,30.3,27,2
1,1,159,49.6,33.1,26,2
1,1,159.3,50.5,23.4,30,2
2,0,170.2,69.6,16.4,45,2
1,1,169.1,50.4,25.9,26,2
3,0,170,64.5,20.5,33,2
1,0,177.3,76.6,23.3,44,2
2,0,173.6,72.3,19.8,40,2
2,0,169.1,74.6,22.1,48,2
1,1,159.5,48.4,24.5,42,2
2,0,182.1,79.1,22.9,35,2
2,1,155.5,52.8,30.9,22,2
2,0,167.1,65.1,15.5,34,2
2,1,158.7,61.74,38,30,2
1,0,172.6,64,19,39,2
2,0,169.8,63.1,22.2,48,2
2,0,172.6,68.2,21.2,51,2
1,0,173.8,92.5,24.5,60,2
1,1,156.8,48.08,22.3,28,2
1,0,176.8,59.66,13.2,49,2
3,0,162.1,69.3,24.9,30,2
1,1,158,49.1,24.2,26,2
2,1,160.6,58.8,24.4,37,2
1,0,175.5,73.1,23.4,41,2
2,1,167.1,59.2,26.6,22,2
2,1,165.5,62.2,36.8,26,2
2,0,175,83,24.7,51,2
2,0,170.9,74.36,19.6,39,2
1,0,178.4,71.8,15.1,54,2
1,0,168.7,74,21.4,45,2
1,1,160.7,62.4,30.2,44,2
3,0,178.9,81.4,21.8,29,2
2,0,169.1,69,21.5,34,2
2,1,164,51.4,31.2,25,2
2,0,177.4,76.7,22.4,57,2
1,0,173.3,72.1,24.1,38,2
1,0,177.2,70.1,12.2,51,2
1,1,164.6,60.5,28.1,36,2
1,0,168.7,80.3,22.6,48,2
3,0,157.2,54,21.6,27,2
3,1,155,48,27,25,2
1,0,179.3,75.7,20.2,54,2
1,0,172.9,78.1,21.3,43,2
3,0,162.4,64.38,21.2,28,2
1,0,170.2,78.6,22.6,57,2
1,0,171.9,71.4,26.2,43,2
3,0,176.2,90.9,22.6,44,2
3,1,150.9,49.5,26.3,24,2
3,0,178.5,89.4,22.5,35,2
2,0,168.6,74.1,19.8,34,2
2,0,171.3,69,10,38,2
2,0,171.7,67.3,19.5,45,2
2,0,180.7,74.5,19.2,41,2
3,0,170.5,69.5,17.6,44,2
1,1,166.9,67.8,27.2,24,2
1,0,173.3,68,12.9,53,2
3,0,154.9,55.6,26.1,41,2
1,0,173.7,74.2,22.7,45,2
1,0,171.7,70.3,24.5,53,2
2,0,182.5,80.5,19.8,36,2
2,0,169.2,69.9,23.6,40,2
1,1,165.7,57,20.1,40,2
2,1,147.8,46.5,30.7,24,2
3,0,176.5,83.6,24.4,31,2
1,0,168.4,67.5,23.2,48,2
1,0,174.4,70.5,24.4,46,2
1,0,172.2,71.9,23,46,2
1,1,166.6,61,32.6,29,2
2,0,185.5,76.4,12.6,39,2
2,1,164.9,52.3,15.7,32,2
3,0,175,73.8,22.2,33,2
1,0,171.4,59.9,14.9,50,2
3,0,170.9,59.3,12.9,28,2
2,0,175.5,72.82,13.4,45,2
1,0,166.8,57.9,13,47,2
3,0,170,65.9,19.2,22,2
3,1,148.6,52.3,37.5,24,2
3,0,166.1,68.8,25.9,23,2
1,0,176.9,63.1,11.3,44,2
1,0,175.6,76.9,20.6,57,2
2,0,176.1,73,19.8,36,2
2,0,171.7,73,23.5,32,2
1,0,177.8,68.5,17,41,2
1,1,161.5,67.5,30,39,2
2,1,161.2,54.4,22.4,42,2
1,1,161.6,56.1,28.2,40,2
1,1,165.6,58.6,32,24,2
2,0,175.9,77.9,20.7,40,2
1,0,167.2,68.7,17.5,48,2
1,0,173.1,60.4,12,62,2
3,1,155.7,50.2,29.7,14,2
1,0,168.5,76.3,24.9,59,2
1,0,179.8,83,15.8,43,2
1,0,177.6,71.8,19.2,48,2
1,0,180.9,77.7,16.1,43,2
1,0,174.3,81.2,20.8,40,2
2,0,168.6,62.5,19.9,52,2
2,0,169.5,70.2,24.3,39,2
2,0,178.3,86.1,22.3,42,2
1,0,175.7,78.9,19.7,46,2
1,1,159.4,53.6,26.5,49,2
2,0,177.6,80.8,22.6,44,2
1,0,169.5,81.4,20.9,44,2
3,0,174,75.4,26,28,2
2,1,160.2,52.8,24.6,28,2
1,1,162.2,60.9,28,38,2
3,0,176.6,86.1,20.8,60,2
1,0,170,56,16.1,42,2
1,0,174.1,86.4,23.6,43,2
2,0,171.2,74.8,16.2,49,2
1,1,162.5,50.64,27.7,29,2
2,0,174,73.3,22.1,44,2
3,0,163.6,57.3,22.3,23,2
2,0,174.8,72.6,17,54,2
1,0,175.3,80,17.2,47,2
2,1,165.4,49.9,24.4,27,2
1,0,171,85,23.3,42,2
2,1,165.3,66.8,27.8,35,2
1,0,170.7,72.2,23.8,49,2
1,1,160,54.9,22.7,32,2
1,0,172.1,75.96,20.8,50,2
3,0,164.2,63.24,17.5,29,2
1,1,169.4,48.8,21.5,27,2
3,0,172.7,78,21.2,37,2
3,1,153.8,61.7,30.1,24,2
2,0,174.5,74,22.3,37,2
1,0,181.8,66.7,12.6,46,2
3,0,164,59.4,21.8,35,2
1,0,161.9,61.7,11.1,56,2
3,0,169.3,71.9,17.8,33,2
1,1,165.6,48.6,25.8,28,2
2,0,180.8,73.64,18.7,48,2
3,0,175.8,66.6,21.1,20,2
3,0,171.2,69.8,25.6,28,2
1,1,166.1,41.6,20.6,25,2
1,0,179.1,70.9,20.4,45,2
1,0,170.4,70.9,19.4,52,2
1,0,166.7,69.8,21.7,51,2
1,0,173.4,68.4,9.8,48,2
3,1,159.3,47.8,25.4,19,2
3,1,155.9,51.5,30.2,25,2
2,1,144.5,51.8,36.2,30,2
2,0,171.9,76.8,19.3,35,2
1,0,169.3,67,19.3,58,2
1,0,174.2,70.3,24.7,39,2
3,1,156.5,61.22,31.2,13,2
3,0,173.3,74,26.1,32,2
1,1,171,59.5,21.5,44,2
1,0,179.5,78.9,15.9,45,2
3,1,154.8,51.3,40.3,17,2
3,0,168.4,63.8,23,24,2
1,0,172.6,75.5,17.1,52,2
3,0,164,54.8,14.2,20,2
3,1,166,61.2,31.4,18,2
1,0,187.9,95.4,12.4,47,2
1,1,148.7,51,38.6,37,2
2,0,181.3,97.36,24.2,51,2
2,0,178.8,82.6,22.5,39,2
1,1,159.8,57.2,30.3,32,2
2,0,173.7,71.5,25.2,43,2
2,0,175,63.7,17.1,41,2
2,1,164,65.6,35.6,40,2
2,1,169.3,66.2,34.2,42,2
1,0,171.2,73.1,19.3,45,2
2,0,170,74.4,19.4,37,2
2,0,177.3,77.4,20.9,36,2
1,0,170,78.9,18.7,48,2
1,0,168.7,75.1,21.88911,50,2
1,1,169.6,68,34.6,26,2
2,1,170,56.6,27.2,43,2
3,0,164.2,59.1,22.6,24,2
1,1,161.6,47.1,25.1,34,2
1,0,177.9,87.8,20.8,58,2
2,1,168,59.5,22.7,51,2
1,1,162.2,43.7,20.3,39,2
3,1,159.2,47.9,26.5,26,2
3,0,179.3,69.8,17.6,23,2
1,1,171.9,69.5,32.1,34,2
3,0,167.4,56.4,13.2,46,2
3,1,160.1,60.3,35,11,2
3,0,173.2,80.5,23.1,48,2
1,1,158.4,51,26.3,39,2
1,0,166,62.4,20.1,45,2
3,0,164.9,61.6,20.9,27,2
3,1,167.2,58.52,27.3,21,2
3,0,175,76.9,24.9,36,2
3,0,168.8,76.8,23.2,39,2
1,0,173.2,66.7,12.7,57,2
3,1,153.8,54.3,37.4,19,2
1,0,164.1,63.4,15.2,44,2
3,0,168.3,65.7,23.2,33,2
1,0,185.3,75.6,18.9,56,2
2,1,159.7,51.9,33.1,35,2
1,0,173.5,74.5,18.6,50,2
1,1,164.7,61.7,35.3,47,2
1,0,179.7,72.3,19,55,2
1,0,176.8,85.9,24.9,49,2
2,1,158.5,57.1,28.9,21,2
1,0,178.9,82.8,22.3,44,2
3,0,170,72.6,22.3,24,2
3,0,164.9,60.7,15.9,33,2
1,0,181.4,81.12,25.2,42,2
2,0,167.5,72.8,24.8,46,2
1,0,170.9,71.1,12.9,57,2
2,0,172.8,70.2,28.9,40,2
1,1,161.6,52.4,30.4,36,2
2,0,169.9,72.1,24.6,47,2
2,0,190,85.9,6.2,39,2
3,1,165.4,61.06,33.5,24,2
2,1,167.5,57.5,23.1,20,2
3,0,164.9,67.56,25,24,2
2,1,158.2,57.4,27.1,29,2
1,1,156.5,54.2,27,38,2
1,1,160,48.36,29.8,22,2
2,0,181.2,77.5,14.8,49,2
2,0,176.5,80.62,20.7,48,2
1,1,166,46.6,17.5,23,2
3,1,167.8,68.6,36,18,2
2,1,148.8,44.3,29.2,28,2
3,0,175.9,77.3,20.9,35,2
3,1,166.7,62.6,31,20,2
1,0,168.7,70.3,26.6,47,2
2,1,161.3,60.1,30.2,20,2
3,1,145.6,40.9,23.6,8,2
2,0,172.2,66.68,19.4,47,2
1,1,164.9,54.58,23.2,30,2
2,0,170.5,71.6,22.5,41,2
3,1,160.6,67.26,27.8,10,2
2,1,162,63,42.6,22,2
1,0,187.6,81.22,16,52,2
3,0,171.4,66.4,26.7,31,2
2,0,172,77.3,21,41,2
1,1,164.9,47.1,21.3,22,2
2,0,179.7,79.3,22.9,45,2
1,1,167.9,60.7,22,43,2
2,0,171.9,78,21,44,2
1,0,173.5,77.1,19.1,61,2
2,0,172.3,76.6,19.7,46,2
1,0,171.9,67.3,19.9,50,2
2,1,164.2,55,27.2,34,2
2,0,172.5,71.6,19.8,46,2
1,1,167.2,53,21,36,2
2,0,177.5,73.1,13.8,64,2
3,0,169.1,70.5,24.5,27,2
1,1,155,49.7,33.5,36,2
2,0,173.3,73.9,23.1,33,2
2,0,182,91.4,22.6,36,2
1,0,177.9,67.5,19.9,46,2
1,1,156,55.1,16.8,30,2
3,0,166.5,67.6,28.6,37,2
1,0,175.3,63.5,18.1,40,2
1,0,179.6,66,23.6,38,2
1,0,178,79.7,19,52,2
2,0,171.2,74,24.5,54,2
2,0,169,80.2,20.2,55,2
1,0,186.4,64.5,8.7,57,2
1,1,159.5,56.3,37.3,24,2
2,1,157.5,55.6,34.2,23,2
1,1,165.8,56.2,31.1,27,2
2,0,167.7,64.7,18.8,35,2
1,0,181.2,73.8,22.7,49,2
2,1,164.6,60.4,32.6,21,2
2,0,171.7,79.7,23.2,40,2
2,0,170.7,73.4,19.1,40,2
1,0,175.9,66.2,13,50,2
2,0,169,74.8,19.2,35,2
3,0,170.7,72.2,28,26,2
2,0,170.1,73.3,19.7,48,2
1,0,171.7,78,24.2,62,2
1,0,174.4,69.3,18,55,2
3,1,146.3,52.9,32.8,11,2
1,0,184.5,74.1,13.5,47,2
3,0,168.2,73.1,24.4,36,2
2,0,176.7,77.1,24,42,2
2,0,178.5,95.4,21.7,52,2
1,0,178.3,73.3,16.7,48,2
3,1,167,57,24,17,2
1,1,164,62.1,33,27,2
2,0,180.9,66.2,15.6,38,2
2,0,180,69.8,19.1,39,2
2,0,168.8,75.7,20.62151,57,2
1,0,177.1,70.4,13.5,42,2
2,0,175.8,79.1,19,50,2
3,1,153.9,51,26,24,2
3,0,177.8,71.2,24.1,27,2
3,0,167.9,64,22.7,36,2
1,0,189.9,74.46,16,48,2
2,1,166.6,59.92,26.1,38,2
1,1,166.5,58.1,27.5,31,2
2,0,171.4,69,12.7,55,2
3,0,176.2,74.2,19.8,29,2
2,0,176.6,92.3,24.5,41,2
1,0,184.9,82.5,17.2,50,2
1,0,160.5,60.8,18.9,60,2
2,0,175.2,66.7,19.6,44,2
1,0,181.4,69.6,17,56,2
2,0,172.4,61.8,13.9,48,2
1,1,164.9,67.4,36.9,26,2
1,1,167.9,63.2,35.3,40,2
2,1,171,58.8,26.6,39,2
3,1,141,46.1,25.5,14,2
1,0,162.2,61.5,10.9,55,2
2,0,171.3,63.3,23.4,37,2
1,0,176.4,80.9,18.5,52,2
1,1,163,47.5,26.9,43,2
3,0,172.8,76.3,22.9,40,2
1,0,165.1,64.76,25,46,2
2,0,174,69.9,22.6,44,2
1,0,173.5,66.9,17,58,2
2,0,185.2,91.7,17.7,49,2
2,1,156.8,61.7,28.8,34,2
1,0,173.9,70.5,25.1,46,2
3,1,160.3,62.9,26.4,21,2
1,0,171.4,67.3,22.5,51,2
2,0,173,73,20.3,38,2
2,0,174.2,74.2,19.9,51,2
1,0,179.2,80.3,18.2,44,2
1,1,173,64.3,25.4,48,2
3,1,156.7,60,35.9,9,2
3,0,178.5,83.3,24.9,33,2
3,0,170.5,68.1,17.1,36,2
3,0,154,53,28,19,2
3,1,156.9,49.3,27.9,25,2
3,0,166.9,68.4,27.5,38,2
1,0,175.7,67.1,13.7,44,2
1,1,161.1,54.5,24.6,26,2
3,0,162.3,64.8,20.2,21,2
3,1,153,56.5,33.5,21,2
1,0,175.9,71.5,19.5,46,2
2,1,164.3,66.3,31.4,44,2
2,1,156.2,49.8,23.7,41,2
1,0,170.5,68.1,10.8,59,2
1,0,170.6,78.6,20.3,59,2
2,1,158.6,51.7,32.5,41,2
1,0,180.6,72.8,12.5,64,2
1,0,172.5,73.8,21.8,68,2
1,0,170.2,73.6,21.6,43,2
2,0,175.1,76.5,19.4,48,2
2,1,164.6,46.9,25,24,2
1,0,176.8,87.6,16.7,50,2
1,0,181.3,80.1,17.2,49,2
3,0,172.2,75.6,20.9,35,2
2,0,166.6,63.3,21,46,2
1,0,178,72.3,13.8,51,2
1,1,156.2,43.8,22.7,24,2
1,0,173.8,66.3,12.5,51,2
1,0,171.9,67.8,23.3,48,2
1,0,174.6,79.4,18.3,46,2
2,1,161.3,54.6,31,23,2
1,1,172.8,62.3,24.8,24,2
1,1,149.8,50.8,33.8,25,2
1,1,160.9,63,33,32,2
3,0,165.5,71.8,24.4,30,2
1,0,171,75.7,15.8,43,2
1,0,175.4,63.7,14.1,52,2
3,1,155,48,29.9,11,2
1,0,173.8,79.1,19.2,54,2
1,0,178.6,65.6,16.4,54,2
2,1,160,62.4,27.6,40,2
3,1,151.9,54.3,27.6,13,2
2,0,170,71.9,25.4,41,2
1,0,171.5,80,20.6,44,2
1,0,180.6,65.5,14.9,49,2
2,1,170,51.5,16.8,29,2
1,1,163.7,49.8,26,26,2
3,0,167.4,60.4,20.2,23,2
1,0,172.1,63.8,14.3,50,2
3,0,182,80.7,22.3,41,2
1,1,153.1,54.6,30.9,39,2
1,0,170.6,69.4,19,43,2
3,1,156,58.1,36.6,21,2
1,0,174.9,65.4,15.8,49,2
1,0,178.1,73.14,18.5,56,2
1,0,182.8,76.8,19.4,47,2
3,1,154.9,58.9,35.4,17,2
1,0,177.4,71.2,11.5,60,2
2,0,168.8,65.8,18.2,49,2
1,0,173.6,72.8,23.3,51,2
3,0,170.3,65.8,15.4,28,2
2,0,171.5,58.2,15.1,57,2
1,0,180.6,63.2,7.8,42,2
1,1,170,63.8,29.3,38,2
2,1,164.6,62.3,35,20,2
3,1,165.2,70.98,28.7,27,2
2,1,154.6,52.5,30.9,24,2
1,0,176.7,76.9,22.1,43,2
1,1,168.7,61.1,32.1,30,2
1,0,172.5,70,19.4,53,2
2,0,172.4,70.3,16.9,31,2
1,0,172.9,80.5,22.9,44,2
1,0,187.2,82.7,14,54,2
3,1,165.1,61.7,33.4,20,2
1,0,171.5,68.8,16,55,2
3,1,160,58.3,39.5,21,2
3,1,156.3,53.8,33.9,13,2
2,0,170.8,75.2,22.1,57,2
1,1,160,46.8,30.3,30,2
1,1,162.4,61,29.1,32,2
2,0,175.6,74.5,22.5,37,2
3,0,171.4,65.7,21.7,35,2
2,1,162.6,55.8,21.6,52,2
1,0,172.6,79.6,19.3,57,2
3,1,155.7,46.5,22.7,17,2
1,0,172.6,69.8,21,56,2
3,1,152.9,47.9,33.3,17,2
1,0,173.7,70.4,20.6,64,2
2,1,157.9,60.96,35.2,37,2
1,0,179,69,13.2,41,2
1,1,160.3,58,26.2,41,2
3,1,157.9,54.28,36.5,19,2
1,0,185.9,92.1,20.3,53,2
1,0,180.8,81.1,18.8,52,2
1,0,181.6,84,15,44,2
2,0,167.6,61.8,16.9,40,2
2,0,181.7,68.9,17.4,57,2
1,0,174.1,61.2,7.9,51,2
2,1,158.8,50.8,28.4,36,2
2,0,173.1,78.5,20.6,47,2
3,0,175,83.8,23,29,2
2,0,169.2,57.2,11,40,2
2,0,180,74,27,32,2
1,0,175,68,20.5,48,2
3,1,154.3,47.5,31.2,10,2
1,0,169.1,78,16.5,57,2
2,0,174,70.8,21.5,36,2
2,1,159.6,57.8,32,20,2
1,1,154.3,55.7,24.7,43,2
3,1,156.8,57,34.1,14,2
2,1,168,74,24.4,40,2
3,1,158.2,55.5,32.8,26,2
2,0,168.8,65,19.5,41,2
1,0,175.7,65.1,17.3,53,2
1,1,170.2,51.2,24.8,29,2
1,1,157.4,49,27,24,2
3,1,159.1,58.02,31.5,21,2
2,0,177.6,80.7,19,48,2
2,0,180.1,73.8,28.1,37,2
1,0,168.2,63,25.9,47,2
1,0,165.8,72.3,22.4,48,2
1,0,174.2,64.8,12.9,45,2
3,0,164.1,59.5,23.2,31,2
2,0,173,75.4,24.5,32,2
1,0,178.7,76.4,13.1,53,2
1,1,174.5,62.8,26.3,35,2
1,0,166.5,60.5,19.1,42,2
3,1,157.4,58.5,33.4,23,2
1,1,165.1,52.8,27.5,23,2
