"나이","체지방률","악력","앞으로굽히기","윗몸일으키기","멀리뛰기","등급","bmi"
63,30.2,17.7,17.5,9,115,"C",22
42,33.4,28.1,23.7,28,186,"C",24.6
54,28.1,24.2,18.7,29,122,"C",20.5
24,20.2,31.9,14.6,51,234,"C",22.8
26,30.1,24.6,16.6,31,116,"C",20.8
55,31.2,25.7,14,24,130,"C",22
25,30.6,19.1,9.9,32,157,"C",20.8
22,28.7,25.2,25.8,43,178,"C",20.1
59,26.9,28.5,22.8,9,139,"C",23.2
40,32.5,26,10.6,35,140,"C",24.5
54,33.1,19.2,15.2,27,118,"C",22.8
58,23,25,22.7,10,149,"C",19.8
23,35.5,21.4,19.7,40,162,"C",21.6
23,33.4,27.1,19.7,47,180,"C",24
51,32.3,26.7,16.4,25,135,"C",24.2
49,35.3,25.7,14.2,16,124,"C",22.7
41,24.7,22.7,10.4,40,157,"C",20.7
26,29.7,25.8,19.3,23,139,"C",20.1
59,39.8,23.4,15.2,19,106,"C",23.9
32,24.4,23.9,20.2,35,117,"C",20.5
61,34.2,25.4,13.5,9,122,"C",24.8
23,30.9,25.8,16.3,29,160,"C",23.8
28,21,27.3,11.3,41,135,"C",19.4
48,29.9,26.1,16.8,37,148,"C",22.7
62,27.7,27.4,12.8,17,137,"C",22.3
61,30.6,17.8,12.4,17,136,"C",24.1
52,28.4,27,14.9,21,131,"C",21.5
21,28.5,23.8,11.5,42,178,"C",20.6
59,28.6,24.5,17.6,13,146,"C",21.8
62,28.4,23.8,18.6,38,149,"C",24.9
31,27.2,22.7,11.8,33,136,"C",18
53,32.7,23.8,16.8,28,155,"C",24.2
61,31.4,21.1,12,12,124,"C",20.7
39,22.7,22.6,18.8,29,164,"C",19.7
62,31.4,21.5,23.5,12,121,"C",22.3
23,27.1,22.9,21.9,29,173,"C",21.9
29,27.5,27.7,17.8,25,152,"C",19.4
55,30.3,28.7,15.5,24,174,"C",23
56,30.2,24.9,24.3,11,121,"C",19.3
23,31.5,22.8,15.4,33,177,"C",23
38,25.1,22.7,20.6,35,144,"C",22
60,35.2,22.4,15.8,18,138,"C",24.2
23,29.2,29.2,24,48,190,"C",24.5
62,29,19.9,12.5,12,117,"C",23.2
30,18.7,35.7,12.4,40,170,"C",19.7
24,29.4,30,22.3,25,158,"C",21.8
64,34.8,22.6,17,23,81,"C",24
21,22.4,25.6,14.6,27,135,"C",18.8
58,32.71151,23.6,23.1,16,135,"C",23
23,28.4,28.9,13.6,30,144,"C",21.8
21,33.5,36.6,29.4,44,168,"C",23
25,26.1,26.2,13.2,44,181,"C",19.5
64,34.5,23.3,14.3,17,108,"C",22.8
23,21,24.9,22.3,43,158,"C",23.3
36,30.3,24.3,16.9,25,134,"C",21.3
34,28.7,25.7,26.1,30,134,"C",21.7
41,27.7,25.1,22,34,126,"C",20.8
51,23.5,20.3,18.5,34,154,"C",21.1
21,28.6,25.3,18.5,37,165,"C",19
32,35.8,25.7,23.1,25,154,"C",23.1
24,31.3,21.2,18.4,24,155,"C",20.3
52,29.1,26,14.8,17,149,"C",23.5
30,29,22.3,12,23,160,"C",23
52,28.8,19.1,13.5,15,160,"C",22.7
23,23.1,20.1,16.1,29,144,"C",18.6
21,31.4,23.3,20.8,35,173,"C",20.7
53,34.2,22.3,14.9,20,148,"C",22.4
61,30.5,26.7,22,10,115,"C",25.7
31,27.4,22.3,14.9,19,142,"C",20.8
56,28,26.3,15.5,10,151,"C",23.8
40,32.3,28.9,10.7,26,145,"C",21
60,26.4,22,13.8,9,102,"C",23.6
45,24.7,29.9,23.3,28,151,"C",21.9
62,43,21.3,12.9,13,131,"C",24.1
59,35.3,29.1,24,28,152,"C",23.1
36,24.9,25,10.1,23,118,"C",20.7
61,30.6,19.3,24.8,12,117,"C",22.6
63,26,21,11.9,16,111,"C",20.1
40,27.8,27.8,16.4,22,153,"C",21.9
57,30.6,25.7,27.8,12,130,"C",25.2
62,34.1,16.7,18.4,36,93,"C",23.2
63,25.9,26.8,18.8,11,106,"C",21.5
27,34.3,26.1,10.3,40,166,"C",22
25,20.2,26.1,12.5,34,166,"C",18.7
26,27.9,21.1,22.2,32,117,"C",20
49,26.5,24.4,19.8,31,150,"C",21.5
34,20.7,24.6,28.4,19,170,"C",18.9
23,30.5,19.6,13.7,40,194,"C",22.8
33,25.4,22.2,13.2,49,160,"C",21.4
27,28,25.6,21.6,23,173,"C",19.1
33,22.4,21.8,17.6,24,150,"C",18.6
62,31.8,26.6,26,18,145,"C",22.2
24,22.2,22.1,21.4,32,149,"C",18.5
56,26.7,21.4,17.2,10,167,"C",24.2
28,25.5,29.1,22.5,25,153,"C",24.2
51,30.1,25.6,11.8,15,155,"C",20.9
51,26.6,21,14.5,32,133,"C",20.9
30,30.5,20.1,10.6,33,160,"C",21.4
58,32.6,27.6,24,17,145,"C",18.9
50,30.4,28.4,17.9,40,185,"C",23.5
29,29.8,23.2,16.6,35,155,"C",21.7
40,17.8,28.7,13,38,195,"C",19.6
45,23.8,25.8,12.4,22,162,"C",20.8
62,36.7,25.3,12.7,18,101,"C",23.8
26,31,22.9,12.3,37,141,"C",21.6
58,30.4,28.9,14.1,19,122,"C",26.8
29,35.6,31.1,10.8,32,146,"C",22.9
24,34.2,19.6,26.8,49,181,"C",23.2
27,27.5,18.2,20.5,24,153,"C",18.7
57,30.9,21.8,17.8,11,197,"C",22.5
23,19.6,16.1,11,32,170,"C",16.8
58,31.3,26.3,12.5,17,129,"C",24.9
41,20.1,24.3,13.2,19,160,"C",19.8
50,25.1,26.3,19.2,34,159,"C",21.9
37,22.7,28.2,19,28,102,"C",22.5
58,31.4,29.3,15,13,140,"C",24.3
24,24.1,25.5,24.9,35,145,"C",19
22,23.8,27.1,12.9,27,169,"C",20.4
28,32.4,27.5,16.5,50,130,"C",22.4
43,31.5,27.1,12.7,22,150,"C",20.3
61,27.1,25.6,18.7,10,103,"C",21.2
44,27.1,13.3,25.5,19,153,"C",19.5
25,35.8,38.7,10.2,40,179,"C",24.5
45,35.7,19.9,25.4,19,91,"C",23
38,25.7,30.3,20,36,164,"C",22.5
44,22,29.5,14.3,23,133,"C",20
47,29.7,24.3,16.2,23,155,"C",24.9
59,26.5,23.5,17.8,20,119,"C",19.9
51,24.9,17.4,16,15,141,"C",19.9
40,30.6,24.6,13.3,40,160,"C",23.6
60,36.2,23.5,20.7,10,109,"C",24.9
21,18.4,17.9,11.2,27,182,"C",19.3
26,25.7,32.5,30,33,146,"C",21.8
62,34,24.4,18.2,13,82,"C",23.2
32,23.5,22.2,11.4,32,168,"C",20.7
36,19.4,21.3,24.5,25,125,"C",20.3
63,37.7,22.4,25,18,120,"C",24.7
47,28.7,26.5,19.7,16,125,"C",23.4
43,18.6,26.7,22,44,130,"C",20.9
60,35.9,20.3,14.5,9,110,"C",24
61,41.3,22.3,19.6,14,123,"C",23.6
25,19.9,29.6,23.5,56,192,"C",20
36,25.6,23.4,19,21,176,"C",19.1
42,25.8,20.6,17.9,23,114,"C",18.5
55,26.1,27,16.9,9,112,"C",24
23,24.4,24.7,24.5,35,158,"C",19.2
25,24.4,20.9,19.4,26,167,"C",17.3
50,28.5,24.6,14.9,20,134,"C",20.7
42,29.6,30.9,14.9,28,142,"C",21.4
28,17.7,42.5,19,21,228,"C",20.8
51,37.9,23.3,14.7,18,148,"C",24.7
22,28,23.2,13.6,38,179,"C",19.9
56,25.5,22.4,20.9,14,137,"C",18.7
21,24.2,29.1,14,31,174,"C",22.1
60,34.3,25.4,21.9,14,125,"C",23.1
39,26.1,28.8,19.5,28,173,"C",21.4
21,29,26,10.2,42,166,"C",22.2
47,24.1,24.3,12.7,30,133,"C",18.1
55,35.5,22.6,20.1,14,140,"C",22.2
21,29.8,14.3,15.1,30,174,"C",21.2
55,21,20.2,13.5,31,139,"C",18.8
43,21.8,33.1,23,22,150,"C",22.3
44,26.4,19.3,14.8,38,108,"C",20.6
64,35.2,27.7,14.6,11,113,"C",22.2
25,28.9,29.3,11.1,30,151,"C",23.3
58,20.2,27.4,29.1,17,90,"C",20.9
56,27,23.7,12.9,15,117,"C",21.3
21,13.3,22.4,21,31,120,"C",18.7
61,32.9,19.9,12.2,17,115,"C",22.3
60,31.2,24.7,20.4,10,123,"C",22.7
64,32,20.1,15.6,21,155,"C",20.8
43,31.8,17.2,12.7,35,165,"C",20.4
38,22.3,30.3,19.3,38,160,"C",20.4
60,35,22,22,13,135,"C",20.6
21,33.9,24.4,13.9,44,180,"C",24.4
49,18.8,22.1,14,23,150,"C",19
53,33,26.5,13,23,140,"C",24.3
52,36.1,20.4,22.7,15,111,"C",23.9
41,25.3,27.9,12.2,20,148,"C",21
23,31.3,27.8,26,27,156,"C",19.6
49,27.5,25.8,13.7,30,129,"C",23.1
63,32.1,23.3,13.6,30,127,"C",22.6
23,34.8,24.7,20,24,156,"C",22
41,22.4,25.5,12.3,23,155,"C",20.7
21,29.3,23.6,23,41,154,"C",18.5
55,34,30.8,12.8,39,115,"C",24
23,25.6,26.2,14.3,37,153,"C",24.1
61,34.9,19.4,18.7,17,118,"C",22.1
29,32.5,19.8,23.5,36,138,"C",20.8
42,20.5,26.6,17.5,24,153,"C",21.7
60,32.6,20,14.9,19,118,"C",24.4
36,36.2,20.6,18.6,26,138,"C",24.9
58,31.5,28.5,13,17,119,"C",22.5
64,35.9,25.7,16.5,7,118,"C",24.5
46,31.1,22.1,13.1,20,155,"C",22
47,29.8,29,26.1,21,133,"C",24.8
60,33.2,25.8,12,9,137,"C",21
39,32.4,22.9,16.8,35,129,"C",23.4
37,25.1,27,32.7,34,141,"C",20.9
35,30.9,27.6,11,28,167,"C",23.1
40,29.9,24,13.8,19,131,"C",25.3
26,31.6,17.9,10.4,26,105,"C",18.8
39,32.3,26.3,15.3,19,135,"C",21.7
31,31,30.7,10.4,35,144,"C",21.9
45,28.2,24.7,23.2,28,165,"C",25.7
62,28.8,23.5,21.8,9,111,"C",18
62,36.58319,26.1,12.7,7,126,"C",24.6
51,33.5,21,11.7,24,132,"C",23.8
58,27.3,29.3,15.5,15,114,"C",23.5
22,20.6,20.9,14.7,34,154,"C",19.2
26,32.4,24.8,24.4,37,128,"C",20.7
25,30.4,20.9,12.1,36,138,"C",19.3
62,36.9,22.7,14,9,138,"C",23.1
25,33.6,19.9,25.8,45,153,"C",21.2
30,22,24.8,23.9,36,162,"C",19.3
56,31.8,18.6,14,23,144,"C",21
43,28.1,28.1,11.4,28,147,"C",20.8
54,29.6,32.1,22,15,160,"C",20.3
62,19.5,18.1,23.1,25,101,"C",18.5
26,28.3,25.2,10.4,32,184,"C",22.8
64,35.3,23.2,15,15,115,"C",21.5
41,29.6,25.7,21.4,32,131,"C",23.3
55,34.3,26.5,21,13,124,"C",24.6
60,32,23,13.8,12,106,"C",24.9
21,26.1,24.6,20,24,153,"C",22.5
22,26.6,30.6,21.4,24,179,"C",21.2
53,33.6,27.1,16.3,16,134,"C",23.6
22,38.6,25.6,17.6,27,181,"C",24.5
50,29.5,28.7,12.5,13,161,"C",21.1
48,32.3,24.6,20.1,20,150,"C",22.7
21,25.8,24,10.5,41,182,"C",20.3
22,29.9,17.4,15.3,50,113,"C",20.2
50,32.4,26.3,18,28,135,"C",24.4
60,19.8,18.8,24.4,10,138,"C",18
46,30.7,26.4,14.5,34,163,"C",25.1
31,27.9,18.2,11.2,53,177,"C",20.2
49,28.9,29,18.1,20,137,"C",22.7
21,28.9,24,15.6,30,132,"C",19.4
49,37.3,29.2,14.6,20,148,"C",23.7
32,28.6,22.4,19.5,20,163,"C",22.2
32,38.1,23.4,17.2,22,134,"C",24.2
30,19,29.1,26.1,22,168,"C",19
21,27.5,27.9,20,29,203,"C",21.1
21,36.5,25,21.7,30,122,"C",22.1
40,32.9,21,14.2,27,173,"C",20.8
43,28.5,28.3,20.4,19,181,"C",20.1
21,18.6,32.9,17.8,40,191,"C",20.4
23,32.1,24.7,26.2,23,150,"C",22.2
24,21.9,24.2,18.5,42,168,"C",18.6
21,27.7,30.3,14.7,47,173,"C",22.5
26,21.5,26.1,20.4,21,166,"C",18.9
45,27.4,25.9,14.6,25,146,"C",20.9
21,29.1,27.9,11.8,49,175,"C",20.7
39,31.6,28.1,19,33,160,"C",23.2
46,24,24.8,16.9,21,152,"C",20.7
21,28,24.7,18.6,32,170,"C",21.7
34,26.6,24.5,22.9,40,158,"C",22.2
26,37.9,28.1,20,48,155,"C",22.9
21,30.1,24,28.3,47,194,"C",22
43,29.8,21,16.5,23,146,"C",19.1
63,27.2,25.6,13.8,24,142,"C",24.4
22,24.5,19,15.1,52,182,"C",18.4
45,32.7,21.3,23.8,28,140,"C",23.6
21,22.3,23.7,15.3,30,158,"C",17.7
40,30.7,21.6,25.2,20,127,"C",22.3
28,17.2,33.4,17.3,31,169,"C",18.1
21,30.5,36.9,22.8,44,185,"C",26.1
39,16.6,24.3,19.7,20,140,"C",19.4
39,26.9,26.6,11.1,25,144,"C",20.3
44,31.6,26.2,15.8,25,140,"C",25.8
23,25.2,22.4,10.7,41,137,"C",18.2
31,21,28.8,23.8,21,171,"C",18
45,26.8,27.8,16.2,32,135,"C",21.6
27,27,18.4,20.6,36,149,"C",20
37,26.4,25.1,27.5,20,185,"C",19.8
51,35.2,22.6,21.8,25,169,"C",22.2
22,37.2,26.2,11.3,36,154,"C",24.1
54,36.3,20.4,17,14,140,"C",21
25,32.6,24.4,13.2,36,135,"C",22.5
55,27.9,29.2,15.5,14,112,"C",21.4
40,35.6,34,27.9,23,151,"C",23.7
23,23.7,28.1,30.9,26,183,"C",18.9
49,30.8,25.7,28.9,32,157,"C",22.2
46,21.8,28.9,12.1,30,168,"C",23.1
33,31.2,23.2,12,27,162,"C",20.7
31,24.3,27.3,18.4,22,151,"C",20.3
34,22.3,29,16.1,49,177,"C",17.9
46,22.7,27.9,14.2,33,161,"C",20.1
49,34,22.6,15.4,21,128,"C",24.7
45,33,23.6,25,27,135,"C",22.8
46,24.9,29,11.9,35,163,"C",21.8
23,34.5,22.8,20.2,23,128,"C",23.5
22,34.4,28,14.2,38,159,"C",24.6
25,29.1,18.2,18.6,25,132,"C",17.1
41,30.1,37.5,20.7,31,153,"C",23.1
21,22.6,29.7,24.8,25,136,"C",19.6
21,31.5,22.5,23.4,43,178,"C",20.8
27,15.8,23.7,29,22,190,"C",20
47,25.3,26.3,18.5,32,135,"C",21.5
25,24,31.8,13.3,43,168,"C",18.9
22,29.5,27.6,21.1,27,172,"C",18.5
47,31.1,23.1,23.7,28,143,"C",21
24,26.5,28.3,26,25,127,"C",20.2
44,22.5,33.3,12.3,36,182,"C",22.2
49,24.6,22.4,26.1,33,135,"C",22.8
64,27.6,29.2,26.5,22,154,"C",21.7
27,28,26.7,30.4,50,188,"C",24
23,31.5,21.8,14.3,39,142,"C",19.2
26,29.6,20.1,18.9,39,157,"C",22.7
29,26.9,27.2,13.5,25,117,"C",22.7
26,22.1,18.5,10.4,42,166,"C",18.8
25,27.3,20.8,18,47,153,"C",19.6
24,32.9,30.6,18.9,46,180,"C",22
42,32.2,22.7,0.8,18,146,"D",23.5
57,20.9,21.5,30,0,90,"D",20.9
47,29.2,25.9,8.1,32,151,"D",21.3
21,35.8,16.6,2.1,5,105,"D",20.2
27,39.6,29.7,13.4,23,159,"D",24.6
21,27.63524,18.9,12.4,17,116,"D",21.4
27,26.2,25.2,23.1,18,164,"D",22.6
46,27.2,22.9,17.9,30,136,"D",20.6
25,41.3,24.9,7,5,120,"D",27.2
46,30.5,21.2,4.3,16,150,"D",18.2
23,19,32.6,21.4,59,200,"D",19.5
61,37,25.7,3,0,58,"D",26.5
56,37.7,22.7,10.7,0,134,"D",24.9
61,37.6,28.9,20.2,4,125,"D",24.2
27,37.5,16.6,16.1,37,113,"D",23.9
21,25.4,23.4,24.3,11,145,"D",19.4
56,35.9,12.1,1.2,20,118,"D",20.3
23,28.4,28.9,-4.4,22,143,"D",20.4
21,28.4,15.2,24.2,28,174,"D",19.7
53,20.3,22.5,-5,13,150,"D",23
21,40.2,18.6,19.4,22,160,"D",24.3
64,34.9,17,12.8,20,100,"D",24.8
52,33.6,20.8,19.5,16,130,"D",21.7
63,26.3,40.2,24.4,36,167,"D",26.5
21,30.7,29.7,9.8,39,166,"D",23.3
35,32.8,29.1,21.4,41,149,"D",28
22,29.1,21.3,7.9,24,154,"D",20.3
34,43.5,24.6,20.1,13,135,"D",30.2
57,32.1,30.2,20.6,0,133,"D",27.1
64,32.8,22.4,21.2,7,121,"D",25
44,22.9,28.4,15.6,15,149,"D",18.8
31,25.7,23.7,0,27,136,"D",20.2
62,33.5,21.7,20.7,19,124,"D",25.6
29,32.8,25,16,3,122,"D",21.5
61,43.7,23.5,15.2,0,51,"D",30.3
63,31.3,25.6,6,4,60,"D",22.7
33,33.9,22.5,18.3,28,136,"D",23.1
59,37.4,20.3,14,9,94,"D",24.3
24,28.9,27.2,9.8,21,170,"D",19.8
46,34.6,17.2,-4,0,110,"D",24
24,33.6,26.5,8.4,13,131,"D",21.7
57,29.1,23.1,15.3,7,119,"D",23
58,47.1,22.1,5.1,12,95,"D",33.9
38,24.3,23.9,-2.7,23,133,"D",18.4
45,24.5,19,-14.3,12,150,"D",19.2
25,29.6,21.9,6.1,19,141,"D",22.5
24,24.8,18.2,15.5,20,114,"D",19.1
21,17,21.8,1.2,18,140,"D",17
24,38.3,17.6,7.9,0,113,"D",22.8
51,43.8,19.6,11.1,14,160,"D",31.4
37,30,27.9,6,24,180,"D",24.9
37,24.6,26.3,6.7,22,144,"D",29.6
47,27.14,26.8,6.3,19,129,"D",22.3
44,31.8,28,26.5,19,160,"D",25.8
23,26.9,19.6,18.7,48,155,"D",20.2
37,35.6,26.1,-2.8,13,142,"D",24.9
27,33.7,28.5,8.1,25,121,"D",25.7
60,32.6,28.1,20.4,3,118,"D",21.4
53,35,21.3,4.1,17,130,"D",22.6
21,36.9,17.5,1.3,9,139,"D",20.2
37,30.5,25.4,21.1,19,173,"D",20.6
45,30.3,20.5,6.7,22,138,"D",20.7
58,42.5,22.2,14.5,12,103,"D",22.3
44,35.2,26.9,13.3,37,155,"D",25.4
21,34,21.9,24,42,178,"D",22.9
22,29.6,17.2,20.4,23,137,"D",20.8
48,37.5,29.9,12,17,105,"D",28.9
21,42.9,21.6,20.3,43,166,"D",29.1
58,31.8,33.1,7.3,22,122,"D",26.9
59,36.1,21.1,16.8,22,120,"D",26.4
48,27.3,18.7,8.5,21,149,"D",21.6
21,28.3,23.5,22.9,21,172,"D",21.7
21,17.7,22.2,24.9,20,184,"D",18.3
43,40.5,26.6,4,22,110,"D",27.5
62,41.1,18.5,11,3,95,"D",25.4
22,35.8,21,6.5,33,159,"D",25.2
28,35.7,29.4,15.7,24,160,"D",22.7
26,27.6,38.5,17.5,32,174,"D",26.9
26,40.2,19.6,16.5,7,139,"D",25.3
25,23.9,26.1,20.1,21,130,"D",18.4
29,20.3,29.3,6.7,29,136,"D",19.5
21,33.8,27.2,15.7,41,174,"D",25.9
24,29.2,17.2,2.9,28,123,"D",20
61,32.3,26.4,-3.4,0,127,"D",21.5
28,21.5,22.6,7.8,41,158,"D",19.2
47,34.8,21.4,10.5,2,160,"D",26.9
46,32.5,21.9,8,21,140,"D",20.9
33,36.9,26.8,15.2,29,156,"D",27.5
24,28.5,25,2.6,30,161,"D",20.9
42,33,21.4,4.1,6,133,"D",20.1
35,24.43834,28,22.6,32,156,"D",18.1
31,38.4,29.4,22.7,32,140,"D",29.9
42,35.6,26.3,8.8,20,122,"D",23.4
58,37.4,29.1,21.5,8,115,"D",25.4
38,34.7,20.4,21.7,16,156,"D",20.1
37,31.2,22.6,-16.5,25,115,"D",22
59,27.3,17.3,7,30,127,"D",22.8
28,29.5,26,17.2,31,167,"D",23.1
52,27.7,15.9,24.4,14,132,"D",20
52,30.9,19.8,1.6,13,144,"D",23.4
56,38.4,14.5,-7.8,14,110,"D",24.6
24,32.7,23.5,-6.2,22,156,"D",20.1
21,38.5,21.2,16.3,55,135,"D",27.4
51,30.4,23.3,14,22,165,"D",25.5
24,24.9,24.7,8.6,22,160,"D",19.6
61,29.9,18,2.8,2,120,"D",20.9
51,27.4,21,2.9,34,139,"D",19.4
23,28.1,21.8,-2.7,34,111,"D",19.5
50,27.8,25.7,18.8,25,136,"D",19.1
58,36.8,25,11.2,11,111,"D",21.5
30,53.5,24.4,3,12,100,"D",42.9
51,31.5,25.1,21.1,12,139,"D",23.5
50,27.9,18.9,12.8,8,105,"D",23.2
43,38.1,24.1,24.1,12,130,"D",25
40,33.6,25.6,0.1,21,171,"D",26.4
22,33.7,27.1,4.7,44,152,"D",22.9
25,29.7,26.2,2.9,30,150,"D",24.3
50,23.5,22.3,23.5,5,100,"D",20.5
48,36.3,20.9,7.3,10,147,"D",22.3
28,29.2,20.8,7.2,21,153,"D",22.1
23,27.5,17.5,-7.2,29,126,"D",20.3
42,41.1,33.9,5.9,1,133,"D",30.8
24,43.6,30.7,18.7,33,143,"D",25.4
58,37.8,12.9,12.8,18,140,"D",29.3
50,29.4,23.9,11.4,30,160,"D",24.5
53,31.9,25.7,4.5,21,159,"D",22.4
43,37.5,10.1,11.5,12,155,"D",28.2
25,29.5,27.1,21.6,28,159,"D",20.8
45,47.7,28.4,-4.5,2,86,"D",31.2
37,36.4,33.9,17.8,18,161,"D",29.1
36,35.9,27.5,12.4,24,156,"D",27.7
53,31.8,24,11.1,18,153,"D",25.7
61,38.7,25.3,19.1,2,119,"D",24.8
53,28.7,22.9,10.9,10,119,"D",21
58,3.5,25.1,15.4,13,110,"D",24.2
43,34.1,23.1,-1,22,130,"D",21.4
64,33.7,24,17.2,6,138,"D",23.9
21,28.3,20.3,26.6,33,138,"D",19.9
64,37.4,17.5,3.4,0,60,"D",26.4
57,31.1,23,4.8,15,139,"D",21.9
39,18.4,21.7,29.4,33,143,"D",23.1
44,36.4,27.9,23.9,0,112,"D",27.4
23,33,28.5,18.5,47,180,"D",23.9
47,28.8,24.7,11.4,21,156,"D",24.2
37,24.92761,18.3,1.7,31,133,"D",21.2
54,28.3,25.6,11.5,29,90,"D",24.1
39,28.3,28.7,8.4,16,164,"D",19.7
23,34.1,27.6,15.8,25,100,"D",20.9
23,40.5,29.2,8.4,30,152,"D",29.2
59,30.9,26.9,6.2,18,137,"D",21.9
35,38.3,29.7,21.1,25,156,"D",28.7
24,28.5,26.8,5.7,30,131,"D",22.5
39,39.5,24.9,15.5,30,152,"D",26.8
44,30.3,39.2,16.5,12,140,"D",26.4
24,42.1,1.6,16.4,39,139,"D",28.5
59,20.3,24.8,14.5,0,130,"D",18.5
49,33.7,18.3,12.3,31,151,"D",25.6
25,17.5,21.6,19.1,5,124,"D",16.4
59,32.6,29.7,19.5,0,0,"D",23
64,34.3,21,12.5,0,73,"D",23.7
45,19.5,21.3,14.2,17,133,"D",17.9
51,37.6,20.7,16.1,20,162,"D",26
56,43.6,19.6,11.9,15,105,"D",28.2
51,45.1,20.3,19.8,0,105,"D",31.4
40,28.6,30.1,16.1,17,161,"D",22.6
31,32.3,22.4,6.5,23,158,"D",21.7
62,33.6,19.5,15.5,19,118,"D",26.2
41,28.7,27.9,1.9,32,163,"D",24.8
26,39.4,19,16.7,17,132,"D",25.6
60,39.7,19.8,9.8,11,98,"D",30.8
62,41.6,25,-1.5,0,129,"D",27.5
29,38.2,32,14,31,128,"D",30.3
24,42.7,26.3,6.6,15,97,"D",30
23,26.4,21.9,25.5,38,140,"D",18.7
45,28.4,14.1,18.4,34,128,"D",21.1
56,46.1,26.1,24.5,18,138,"D",31.6
24,23,16.1,17.1,17,134,"D",15.7
44,37.1,20,16.6,17,126,"D",33.3
43,38.2,27.2,18,36,100,"D",25.4
22,34.1,21.5,14.9,27,149,"D",21.6
53,42.9,23.6,7.8,7,125,"D",33.1
47,36,24.7,14.8,19,132,"D",28.8
64,35,17,-6.1,0,70,"D",24.3
22,40.7,26.3,5.2,29,137,"D",30.4
23,25.6,16,12.7,17,126,"D",18.2
54,35.8,27.5,10,12,100,"D",25.8
55,39.5,24.7,18.2,13,102,"D",27.6
23,24.9,18.2,22.8,21,133,"D",18.8
31,37.1,25.2,18,0,123,"D",21
21,32,21.6,2.5,18,153,"D",22.1
56,26,21.3,9,5,116,"D",19.6
42,35.1,23.3,21,16,136,"D",26.1
41,34.8,24.6,4,17,131,"D",24.2
41,33.6,27.7,20,7,164,"D",26.4
39,33.1,20.3,10.2,20,155,"D",22.7
27,24.4,30.1,22.3,19,141,"D",22.3
60,35.9,23.3,8.9,5,78,"D",24.5
64,34.9,24,17.2,4,95,"D",24.3
49,36.1,19,13.1,0,140,"D",21.3
63,40.3,21.2,13.2,4,103,"D",22.5
56,28.4,16.9,22.5,0,126,"D",24.8
54,36.4,22.9,18.5,5,113,"D",25.7
54,38.6,29.9,12.6,14,118,"D",25
27,31.8,16.5,23.2,16,137,"D",20.6
60,34.2,16.5,12.4,10,103,"D",26.7
21,35.7,36.8,14.8,41,186,"D",26.8
60,27.7,14.6,19.9,32,138,"D",23.5
41,30.1,19.7,9.4,21,159,"D",21
63,30.3,17.8,16.3,1,35,"D",22.6
60,26.7,22.4,10.9,20,111,"D",21.6
57,35.4,32.1,12.5,13,107,"D",27.1
49,31.8,24.3,25.3,0,160,"D",22.6
63,38.4,23.2,22.6,12,129,"D",29.9
64,43.6,16.9,12.8,2,83,"D",28.8
49,39.7,20.7,10.6,0,73,"D",29
60,38.6,22.4,14.9,0,66,"D",27.1
34,29.7,34.8,1,0,112,"D",29.6
62,34,27.5,23.5,4,114,"D",22.2
37,48.3,28.1,12.2,16,146,"D",38.4
21,24,24.8,19.2,47,144,"D",19.6
35,40,29.4,18.2,30,166,"D",34
25,29.3,19.9,8.8,45,182,"D",18.6
37,41.5,15.9,8.7,6,112,"D",21.1
40,31,19.1,24.2,16,141,"D",20.5
64,35.68,18.7,6.8,0,59,"D",21
60,34.3,23,15,15,135,"D",21.6
54,44.1,20.9,16.6,24,138,"D",29.2
62,28,27.6,19.4,2,139,"D",20.5
25,28.7,26.7,3.7,43,166,"D",18.8
29,25.8,22.5,7.5,44,167,"D",21.1
47,26.8,25.1,16.1,1,112,"D",20.8
56,35.3,23.1,20.4,8,150,"D",22.4
61,43.1,19.7,17.2,0,52,"D",29.6
59,45.5,25.4,21.6,0,65,"D",33
39,28.8,25.1,7.2,34,143,"D",22.5
33,35,25,11.6,13,140,"D",23.2
28,21,19,20.9,32,149,"D",19.9
52,34.7,22.9,11.7,11,112,"D",23.6
49,30,18.6,18.1,23,165,"D",20.5
25,38.5,29.1,8.7,24,165,"D",27.2
61,31.6,23.8,0.1,0,102,"D",22.1
26,27.4,25.3,4.5,35,144,"D",19.2
59,38.3,26.7,16.2,6,110,"D",26
50,28,19.6,3.4,27,141,"D",21.3
22,44.6,41.5,14.2,28,171,"D",35.8
57,35.4,21.8,10,14,135,"D",26.4
54,26.9,24.9,16.6,11,144,"D",21.1
59,26.1,17,17.6,0,107,"D",20.2
53,37.5,18.7,14,2,135,"D",25.6
55,35.3,27.9,8.3,2,161,"D",24.3
28,48.7,12.6,0.1,4,20,"D",35.1
37,30.3,22.5,6.3,16,125,"D",21.1
22,23.1,27.6,7.4,31,164,"D",19.3
53,23.5,29,10,50,182,"D",20.2
57,35.1,25,13.9,9,142,"D",25.2
52,36,16.1,15,17,135,"D",24.8
25,47.5,21.7,7.2,0,131,"D",33
41,39.2,25.5,26.8,6,111,"D",25
21,27,19.4,12.6,11,167,"D",20.5
23,19.9,21.1,15.6,18,161,"D",23.2
63,37.5,23.8,19.8,6,60,"D",24.5
58,35.7,23.1,25.2,0,86,"D",24.4
57,31.9,19.2,12.8,7,138,"D",22.8
33,23.5,30.7,14.4,20,162,"D",20.7
22,26.5,17.4,12,24,135,"D",19
